level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2480	1228	-1	
2	1	1	0	0	0	496	4	285	30	-1	
3	1	1	1	0	0	496	4	285	30	-1	
4	1	1	1	1	0	496	4	285	30	-1	
5	1	1	1	1	1	496	4	136	30	96.083542	remains
5	1	1	1	1	2	645	4	68	29	96.648193	with
5	1	1	1	1	3	728	4	53	29	96.600975	the
2	1	2	0	0	0	1691	1	150	32	-1	
3	1	2	1	0	0	1691	1	150	32	-1	
4	1	2	1	1	0	1691	1	150	32	-1	
5	1	2	1	1	1	1691	0	65	43	96.278206	Our
5	1	2	1	1	2	1776	1	65	32	94.802612	Ref
2	1	3	0	0	0	153	4	270	37	-1	
3	1	3	1	0	0	153	4	270	37	-1	
4	1	3	1	1	0	153	4	270	37	-1	
5	1	3	1	1	1	153	4	151	37	95.839836	Payment
5	1	3	1	1	2	315	4	108	29	96.121582	Terms
2	1	4	0	0	0	1413	6	154	40	-1	
3	1	4	1	0	0	1413	6	154	40	-1	
4	1	4	1	1	0	1413	6	154	40	-1	
5	1	4	1	1	1	1413	6	154	40	10.439461	dal!
5	1	4	1	1	2	1494	0	39	51	39.163055	Log
5	1	4	1	1	3	1545	0	26	51	48.498047	ti
2	1	5	0	0	0	2153	7	163	42	-1	
3	1	5	1	0	0	2153	7	163	42	-1	
4	1	5	1	1	0	2153	7	163	42	-1	
5	1	5	1	1	1	2153	7	100	42	0.000000	stave
2	1	6	0	0	0	539	47	747	37	-1	
3	1	6	1	0	0	539	47	747	37	-1	
4	1	6	1	1	0	539	47	747	37	-1	
5	1	6	1	1	1	539	55	155	29	96.351616	company
5	1	6	1	1	2	707	47	66	29	96.299118	until
5	1	6	1	1	3	785	47	46	29	96.931831	full
5	1	6	1	1	4	845	48	146	36	92.334282	payment
5	1	6	1	1	5	1004	47	23	29	95.016190	is
5	1	6	1	1	6	1041	47	151	29	96.491287	received.
5	1	6	1	1	7	1207	47	28	30	96.724892	3.
5	1	6	1	1	8	1246	47	40	29	94.677849	All
2	1	7	0	0	0	547	90	731	37	-1	
3	1	7	1	0	0	547	90	731	37	-1	
4	1	7	1	1	0	547	90	731	37	-1	
5	1	7	1	1	1	547	90	176	37	96.602638	applicable
5	1	7	1	1	2	736	91	101	33	96.773903	taxes,
5	1	7	1	1	3	853	90	112	34	96.688072	duties,
5	1	7	1	1	4	980	90	62	29	96.770088	and
5	1	7	1	1	5	1058	90	98	30	96.257492	levies
5	1	7	1	1	6	1169	90	52	29	96.289963	will
5	1	7	1	1	7	1238	90	40	29	96.696617	be
2	1	8	0	0	0	596	132	631	36	-1	
3	1	8	1	0	0	596	132	631	36	-1	
4	1	8	1	1	0	596	132	631	36	-1	
5	1	8	1	1	1	596	132	138	36	96.389389	charged
5	1	8	1	1	2	749	133	85	28	96.058601	extra
5	1	8	1	1	3	846	140	39	22	96.256256	as
5	1	8	1	1	4	898	140	56	28	96.256256	per
5	1	8	1	1	5	964	132	164	36	96.595947	prevailing
5	1	8	1	1	6	1142	132	85	30	96.843056	laws.
2	1	9	0	0	0	1644	150	3	18	-1	
3	1	9	1	0	0	1644	150	3	18	-1	
4	1	9	1	1	0	1644	150	3	18	-1	
5	1	9	1	1	1	1644	150	3	18	55.171867	|
2	1	10	0	0	0	222	188	131	29	-1	
3	1	10	1	0	0	222	188	131	29	-1	
4	1	10	1	1	0	222	188	131	29	-1	
5	1	10	1	1	1	222	188	131	29	92.237976	VATNO
2	1	11	0	0	0	771	189	277	30	-1	
3	1	11	1	0	0	771	189	277	30	-1	
4	1	11	1	1	0	771	189	277	30	-1	
5	1	11	1	1	1	771	189	277	30	96.396767	3608500000856
2	1	12	0	0	0	1402	172	177	36	-1	
3	1	12	1	0	0	1402	172	177	36	-1	
4	1	12	1	1	0	1402	172	177	36	-1	
5	1	12	1	1	1	1402	172	104	31	49.541164	ial
5	1	12	1	1	2	1528	172	51	36	41.221272	aol
2	1	13	0	0	0	1644	172	209	46	-1	
3	1	13	1	0	0	1644	172	209	46	-1	
4	1	13	1	1	0	1644	172	209	46	-1	
5	1	13	1	1	1	1644	172	3	46	74.807159	|
5	1	13	1	1	2	1675	172	39	24	96.036446	PO
5	1	13	1	1	3	1728	172	125	24	95.567955	Number
2	1	14	0	0	0	2151	172	151	29	-1	
3	1	14	1	0	0	2151	172	151	29	-1	
4	1	14	1	1	0	2151	172	151	29	-1	
5	1	14	1	1	1	2151	172	77	28	37.071720	Al
5	1	14	1	1	2	2241	172	61	29	34.171806	es
2	1	15	0	0	0	233	263	110	29	-1	
3	1	15	1	0	0	233	263	110	29	-1	
4	1	15	1	1	0	233	263	110	29	-1	
5	1	15	1	1	1	233	263	110	29	92.877182	CRNO
2	1	16	0	0	0	1644	224	217	68	-1	
3	1	16	1	0	0	1644	224	217	68	-1	
4	1	16	1	1	0	1644	224	217	68	-1	
5	1	16	1	1	1	1644	224	3	68	86.882111	|
5	1	16	1	1	2	1663	247	81	23	42.345844	sales
5	1	16	1	1	3	1758	247	103	23	94.209633	Person
2	1	17	0	0	0	1944	247	95	23	-1	
3	1	17	1	0	0	1944	247	95	23	-1	
4	1	17	1	1	0	1944	247	95	23	-1	
5	1	17	1	1	1	1944	247	95	23	62.979504	aamin
2	1	18	0	0	0	2120	247	212	29	-1	
3	1	18	1	0	0	2120	247	212	29	-1	
4	1	18	1	1	0	2120	247	212	29	-1	
5	1	18	1	1	1	2120	247	105	28	39.822788	lapel
5	1	18	1	1	2	2228	247	104	29	24.587852	gtie
2	1	19	0	0	0	213	394	162	38	-1	
3	1	19	1	0	0	213	394	162	38	-1	
4	1	19	1	1	0	213	394	162	38	-1	
5	1	19	1	1	1	213	394	162	38	6.414215	eae
2	1	20	0	0	0	1643	374	117	33	-1	
3	1	20	1	0	0	1643	374	117	33	-1	
4	1	20	1	1	0	1643	374	117	33	-1	
5	1	20	1	1	1	1643	370	48	41	40.483395	gti
5	1	20	1	1	2	1700	370	60	41	22.734863	Aloo
2	1	21	0	0	0	1858	394	180	38	-1	
3	1	21	1	0	0	1858	394	180	38	-1	
4	1	21	1	1	0	1858	394	180	38	-1	
5	1	21	1	1	1	1858	394	180	38	16.089867	ee)
2	1	22	0	0	0	1655	428	87	22	-1	
3	1	22	1	0	0	1655	428	87	22	-1	
4	1	22	1	1	0	1655	428	87	22	-1	
5	1	22	1	1	1	1651	424	40	30	34.797012	Gated
5	1	22	1	1	2	1703	424	43	30	4.067604	pete
2	1	23	0	0	0	138	451	27	30	-1	
3	1	23	1	0	0	138	451	27	30	-1	
4	1	23	1	1	0	138	451	27	30	-1	
5	1	23	1	1	1	138	451	27	30	21.751678	hii
2	1	24	0	0	0	1628	488	118	30	-1	
3	1	24	1	0	0	1628	488	118	30	-1	
4	1	24	1	1	0	1628	488	118	30	-1	
5	1	24	1	1	1	1628	488	118	30	85.096153	Withou
2	1	25	0	0	0	2091	512	219	29	-1	
3	1	25	1	0	0	2091	512	219	29	-1	
4	1	25	1	1	0	2091	512	219	29	-1	
5	1	25	1	1	1	2091	513	80	28	74.571571	Total
5	1	25	1	1	2	2189	512	54	29	93.300934	inc.
5	1	25	1	1	3	2261	512	49	28	96.939751	VA
2	1	26	0	0	0	1663	532	74	29	-1	
3	1	26	1	0	0	1663	532	74	29	-1	
4	1	26	1	1	0	1663	532	74	29	-1	
5	1	26	1	1	1	1663	532	74	29	81.236023	VAT.
2	1	27	0	0	0	1893	592	113	69	-1	
3	1	27	1	0	0	1893	592	113	69	-1	
4	1	27	1	1	0	1893	592	113	69	-1	
5	1	27	1	1	1	1893	592	113	69	11.689819	ULL
2	1	28	0	0	0	2145	592	144	69	-1	
3	1	28	1	0	0	2145	592	144	69	-1	
4	1	28	1	1	0	2145	592	144	69	-1	
5	1	28	1	1	1	2145	592	144	69	17.399300	ell
2	1	29	0	0	0	115	577	246	132	-1	
3	1	29	1	0	0	115	577	246	132	-1	
4	1	29	1	1	0	115	577	246	132	-1	
5	1	29	1	1	1	115	577	62	132	31.704208	Li
5	1	29	1	1	2	231	592	130	69	25.743927	Sb
2	1	30	0	0	0	702	592	152	97	-1	
3	1	30	1	0	0	702	592	152	97	-1	
4	1	30	1	1	0	702	592	152	97	-1	
5	1	30	1	1	1	702	592	152	97	61.215878	iia
2	1	31	0	0	0	1176	583	593	126	-1	
3	1	31	1	0	0	1176	583	593	126	-1	
4	1	31	1	1	0	1176	583	593	126	-1	
5	1	31	1	1	1	1176	592	60	69	20.050262	al
5	1	31	1	1	2	1256	583	133	126	85.961578	LJ
5	1	31	1	1	3	1433	592	91	69	0.000000	PRISE)
5	1	31	1	1	4	1627	592	142	69	0.000000	RSEIR
2	1	32	0	0	0	853	760	331	29	-1	
3	1	32	1	0	0	853	760	331	29	-1	
4	1	32	1	1	0	853	760	331	29	-1	
5	1	32	1	1	1	853	760	90	29	96.816132	Total
5	1	32	1	1	2	956	760	145	29	96.528839	Without
5	1	32	1	1	3	1112	761	72	27	95.922043	VAT
2	1	33	0	0	0	2188	759	147	35	-1	
3	1	33	1	0	0	2188	759	147	35	-1	
4	1	33	1	1	0	2188	759	147	35	-1	
5	1	33	1	1	1	2188	759	147	35	90.587677	7,000.00
2	1	34	0	0	0	856	836	156	29	-1	
3	1	34	1	0	0	856	836	156	29	-1	
4	1	34	1	1	0	856	836	156	29	-1	
5	1	34	1	1	1	856	836	156	29	96.221786	Discount
2	1	35	0	0	0	1783	833	155	41	-1	
3	1	35	1	0	0	1783	833	155	41	-1	
4	1	35	1	1	0	1783	833	155	41	-1	
5	1	35	1	1	1	1783	833	35	41	34.985718	reat)
5	1	35	1	1	2	1827	833	62	41	25.976753	Pwo
5	1	35	1	1	3	1909	833	8	41	33.506599	©
5	1	35	1	1	4	1932	837	6	26	59.011196	|
2	1	36	0	0	0	854	911	261	29	-1	
3	1	36	1	0	0	854	911	261	29	-1	
4	1	36	1	1	0	854	911	261	29	-1	
5	1	36	1	1	1	854	912	71	28	96.953072	VAT
5	1	36	1	1	2	936	911	89	29	95.264412	Total
5	1	36	1	1	3	1042	911	73	29	95.264412	15%
2	1	37	0	0	0	2222	910	115	29	-1	
3	1	37	1	0	0	2222	910	115	29	-1	
4	1	37	1	1	0	2222	910	115	29	-1	
5	1	37	1	1	1	2222	910	115	29	96.283867	899.96
2	1	38	0	0	0	853	986	398	28	-1	
3	1	38	1	0	0	853	986	398	28	-1	
4	1	38	1	1	0	853	986	398	28	-1	
5	1	38	1	1	1	853	986	90	28	95.670265	Total
5	1	38	1	1	2	956	986	83	28	95.670265	With
5	1	38	1	1	3	1052	987	72	27	95.428848	VAT
5	1	38	1	1	4	1136	986	31	28	95.043900	in
5	1	38	1	1	5	1181	987	70	27	96.457832	SAR
2	1	39	0	0	0	1622	987	317	40	-1	
3	1	39	1	0	0	1622	987	317	40	-1	
4	1	39	1	1	0	1622	987	317	40	-1	
5	1	39	1	1	1	1618	983	41	49	69.967819	dis
5	1	39	1	1	2	1671	983	59	49	0.000000	yszatl
5	1	39	1	1	3	1741	987	72	33	17.384933	old
5	1	39	1	1	4	1826	983	13	49	34.052429	¢
5	1	39	1	1	5	1824	988	115	39	11.752251	pomcll
2	1	40	0	0	0	960	1044	169	54	-1	
3	1	40	1	0	0	960	1044	169	54	-1	
4	1	40	1	1	0	960	1044	169	54	-1	
5	1	40	1	1	1	960	1044	169	54	51.838158	Ule«=,
2	1	41	0	0	0	1507	1043	727	55	-1	
3	1	41	1	0	0	1507	1043	727	55	-1	
4	1	41	1	1	0	1507	1043	727	55	-1	
5	1	41	1	1	1	1507	1043	673	55	0.000000	==,-*|.u,zyle=euet+WJugo.
5	1	41	1	1	2	2229	1065	5	24	80.295937	|
2	1	42	0	0	0	919	1098	1246	43	-1	
3	1	42	1	0	0	919	1098	1246	43	-1	
4	1	42	1	1	0	919	1098	1246	43	-1	
5	1	42	1	1	1	919	1104	96	30	93.301384	Saudi
5	1	42	1	1	2	1032	1098	1133	43	90.995522	RiyalsSixThousandEightHundredNinety-NineandSixty-SixHalalas
