level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2480	1052	-1	
2	1	1	0	0	0	153	1	2163	167	-1	
3	1	1	1	0	0	153	1	2163	126	-1	
4	1	1	1	1	0	153	1	2163	45	-1	
5	1	1	1	1	1	153	4	151	37	96.575867	Payment
5	1	1	1	1	2	315	4	108	29	96.442688	Terms
5	1	1	1	1	3	442	0	21	47	91.926765	|
5	1	1	1	1	4	496	4	136	30	91.926765	remains
5	1	1	1	1	5	645	4	68	29	96.734062	with
5	1	1	1	1	6	728	4	53	30	96.456619	the
5	1	1	1	1	7	1413	6	64	40	0.000000	asa
5	1	1	1	1	8	1496	6	31	34	51.088776	bg
5	1	1	1	1	9	1542	0	30	50	38.141617	ni
5	1	1	1	1	10	1691	1	72	32	96.769760	Our
5	1	1	1	1	11	1777	1	64	32	96.594315	Ref
5	1	1	1	1	12	2153	7	109	36	38.627323	wall
4	1	1	1	2	0	539	45	1627	39	-1	
5	1	1	1	2	1	539	55	155	29	96.283783	company
5	1	1	1	2	2	707	47	66	29	96.140450	until
5	1	1	1	2	3	785	47	46	29	96.947174	full
5	1	1	1	2	4	845	48	146	36	95.529305	payment
5	1	1	1	2	5	1004	47	23	29	95.014053	is
5	1	1	1	2	6	1041	47	151	30	95.982277	received.
5	1	1	1	2	7	1207	47	28	30	96.852257	3.
5	1	1	1	2	8	1246	47	40	29	94.247879	All
5	1	1	1	2	9	2158	45	8	4	0.000000	:
4	1	1	1	3	0	547	90	731	37	-1	
5	1	1	1	3	1	547	90	176	37	96.771881	applicable
5	1	1	1	3	2	736	91	101	33	96.550858	taxes,
5	1	1	1	3	3	853	90	112	34	96.473343	duties,
5	1	1	1	3	4	980	90	62	29	96.737778	and
5	1	1	1	3	5	1058	90	98	30	96.941086	levies
5	1	1	1	3	6	1169	90	52	29	96.382278	will
5	1	1	1	3	7	1238	90	40	29	96.869713	be
3	1	1	2	0	0	596	132	1051	36	-1	
4	1	1	2	1	0	596	132	1051	36	-1	
5	1	1	2	1	1	596	132	138	36	96.440765	charged
5	1	1	2	1	2	749	133	85	29	96.455292	extra
5	1	1	2	1	3	846	140	39	22	96.941093	as
5	1	1	2	1	4	898	140	56	28	95.419838	per
5	1	1	2	1	5	964	132	164	36	96.589890	prevailing
5	1	1	2	1	6	1142	132	85	30	96.743439	laws.
5	1	1	2	1	7	1644	150	3	18	50.586586	\
2	1	2	0	0	0	114	168	2247	4	-1	
3	1	2	1	0	0	114	168	2247	4	-1	
4	1	2	1	1	0	114	168	2247	4	-1	
5	1	2	1	1	1	114	168	2247	4	95.000000	 
2	1	3	0	0	0	114	243	2247	4	-1	
3	1	3	1	0	0	114	243	2247	4	-1	
4	1	3	1	1	0	114	243	2247	4	-1	
5	1	3	1	1	1	114	243	2247	4	95.000000	 
2	1	4	0	0	0	114	319	2247	4	-1	
3	1	4	1	0	0	114	319	2247	4	-1	
4	1	4	1	1	0	114	319	2247	4	-1	
5	1	4	1	1	1	114	319	2247	4	95.000000	 
2	1	5	0	0	0	114	348	2247	4	-1	
3	1	5	1	0	0	114	348	2247	4	-1	
4	1	5	1	1	0	114	348	2247	4	-1	
5	1	5	1	1	1	114	348	2247	4	95.000000	 
2	1	6	0	0	0	1614	370	706	204	-1	
3	1	6	1	0	0	1614	370	706	204	-1	
4	1	6	1	1	0	1614	370	706	204	-1	
5	1	6	1	1	1	1614	370	165	204	95.000000	 
5	1	6	1	1	2	2109	370	211	87	95.000000	 
2	1	7	0	0	0	360	587	342	4	-1	
3	1	7	1	0	0	360	587	342	4	-1	
4	1	7	1	1	0	360	587	342	4	-1	
5	1	7	1	1	1	360	587	342	4	95.000000	 
2	1	8	0	0	0	853	587	323	4	-1	
3	1	8	1	0	0	853	587	323	4	-1	
4	1	8	1	1	0	853	587	323	4	-1	
5	1	8	1	1	1	853	587	323	4	95.000000	 
2	1	9	0	0	0	1768	587	377	4	-1	
3	1	9	1	0	0	1768	587	377	4	-1	
4	1	9	1	1	0	1768	587	377	4	-1	
5	1	9	1	1	1	1768	587	377	4	95.000000	 
2	1	10	0	0	0	2144	592	1	70	-1	
3	1	10	1	0	0	2144	592	1	70	-1	
4	1	10	1	1	0	2144	592	1	70	-1	
5	1	10	1	1	1	2144	592	1	70	95.000000	 
2	1	11	0	0	0	115	172	2217	537	-1	
3	1	11	1	0	0	119	172	2213	533	-1	
4	1	11	1	1	0	222	172	2080	47	-1	
5	1	11	1	1	1	222	188	131	29	92.723579	VATNO
5	1	11	1	1	2	771	189	277	30	96.612991	3608500000856
5	1	11	1	1	3	1402	172	177	36	0.000000	ees!
5	1	11	1	1	4	1675	172	178	24	37.126244	ANE)
