level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2200	960	-1	
2	1	1	0	0	0	77	0	2056	54	-1	
3	1	1	1	0	0	77	0	2056	50	-1	
4	1	1	1	1	0	77	0	2056	23	-1	
5	1	1	1	1	1	77	10	61	13	21.243935	rant.
5	1	1	1	1	2	221	15	4	4	13.481758	‘
5	1	1	1	1	3	312	0	10	3	0.000000	§
5	1	1	1	1	4	361	0	70	20	0.000000	Woe
5	1	1	1	1	5	458	0	56	20	7.740143	22h)
5	1	1	1	1	6	537	0	17	19	62.505447	A
5	1	1	1	1	7	576	0	88	20	14.745041	Pete!
5	1	1	1	1	8	681	0	54	20	30.803825	Ute
5	1	1	1	1	9	760	0	65	20	36.527428	LAE
5	1	1	1	1	10	835	0	63	19	26.919525	PLE
5	1	1	1	1	11	914	0	87	20	37.787285	OLA
5	1	1	1	1	12	1019	0	110	19	0.000000	AAD
5	1	1	1	1	13	1180	0	12	3	0.000000	AOE
5	1	1	1	1	14	1281	15	14	8	28.687714	fT
5	1	1	1	1	15	1381	0	73	23	32.587929	—it
5	1	1	1	1	16	1669	0	10	3	55.621185	|
5	1	1	1	1	17	1886	0	10	3	84.369118	|
5	1	1	1	1	18	2124	0	9	3	80.778976	|
4	1	1	1	2	0	78	18	1182	36	-1	
5	1	1	1	2	1	78	19	60	18	29.106476	JS.
5	1	1	1	2	2	146	20	70	16	0.000000	CrTbet
5	1	1	1	2	3	234	27	9	9	3.984871	S
5	1	1	1	2	4	1209	18	51	36	20.527039	yo
2	1	2	0	0	0	100	15	2010	83	-1	
3	1	2	1	0	0	100	15	2010	83	-1	
4	1	2	1	1	0	1330	15	5	15	-1	
5	1	2	1	1	1	1330	15	5	15	63.539024	i
4	1	2	1	2	0	105	34	2005	47	-1	
5	1	2	1	2	1	105	57	51	24	47.564743	or
5	1	2	1	2	2	367	39	24	18	53.506527	WP
5	1	2	1	2	3	440	39	69	19	0.000000	FLOOD)
5	1	2	1	2	4	541	47	93	15	0.000000	Sgapneed!
5	1	2	1	2	5	663	49	23	12	45.000717	Sy
5	1	2	1	2	6	703	37	31	27	57.597519	ad
5	1	2	1	2	7	752	38	78	21	10.036346	Sida!
