level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2480	1579	-1	
2	1	1	0	0	0	119	1	2239	1378	-1	
3	1	1	1	0	0	119	1	2239	1378	-1	
4	1	1	1	1	0	153	1	2163	45	-1	
5	1	1	1	1	1	153	4	151	37	96.721199	Payment
5	1	1	1	1	2	315	4	108	29	96.071037	Terms
5	1	1	1	1	3	442	0	21	47	88.224144	|
5	1	1	1	1	4	496	4	136	30	88.224144	remains
5	1	1	1	1	5	645	4	68	29	96.285385	with
5	1	1	1	1	6	728	4	53	29	96.649193	the
5	1	1	1	1	7	1413	6	64	40	0.000000	asa
5	1	1	1	1	8	1496	6	31	34	57.490051	bg
5	1	1	1	1	9	1542	0	30	50	41.452061	ni
5	1	1	1	1	10	1691	1	72	32	96.282478	Our
5	1	1	1	1	11	1778	1	63	32	95.664047	Ref
5	1	1	1	1	12	2153	7	109	36	0.000000	save
5	1	1	1	1	13	2275	12	41	34	43.380436	ay
4	1	1	1	2	0	539	45	1627	39	-1	
5	1	1	1	2	1	539	55	155	29	96.351616	company
5	1	1	1	2	2	708	47	65	29	96.299118	until
5	1	1	1	2	3	785	47	46	29	96.931831	full
5	1	1	1	2	4	845	48	146	36	92.334282	payment
5	1	1	1	2	5	1004	47	23	29	95.016190	is
5	1	1	1	2	6	1041	47	151	29	96.491287	received.
5	1	1	1	2	7	1207	47	28	30	96.724892	3.
5	1	1	1	2	8	1246	47	40	29	94.677849	All
5	1	1	1	2	9	2158	45	8	4	0.000000	:
4	1	1	1	3	0	547	90	731	37	-1	
5	1	1	1	3	1	547	90	176	37	96.602638	applicable
5	1	1	1	3	2	736	91	101	33	96.773903	taxes,
5	1	1	1	3	3	853	90	112	34	96.688072	duties,
5	1	1	1	3	4	980	90	62	29	96.770088	and
5	1	1	1	3	5	1058	90	98	29	96.257492	levies
5	1	1	1	3	6	1169	90	52	29	96.289963	will
5	1	1	1	3	7	1238	90	40	29	96.696617	be
4	1	1	1	4	0	596	132	948	46	-1	
5	1	1	1	4	1	596	132	138	29	96.269745	charged
5	1	1	1	4	2	749	133	85	28	96.098328	extra
5	1	1	1	4	3	846	140	39	22	95.417427	as
5	1	1	1	4	4	901	140	53	21	96.298195	per
5	1	1	1	4	5	967	132	157	29	96.214432	prevailing
5	1	1	1	4	6	1142	132	85	30	96.730293	laws.
5	1	1	1	4	7	1404	174	8	4	13.466461	.
5	1	1	1	4	8	1537	173	7	4	49.586758	.
4	1	1	1	5	0	233	247	2124	72	-1	
5	1	1	1	5	1	233	263	110	29	42.395786	Be
5	1	1	1	5	2	453	247	1904	72	45.605034	|
4	1	1	1	6	0	1628	483	75	47	-1	
5	1	1	1	6	1	1628	483	75	47	94.765152	With
